(8, 2, 95)
(13, 1, 193)
(56, 0, 61)
(14, 1, 194)
(35, 1, 130)
(97, 3, 85)
(21, 2, 49)
(84, 3, 150)
(136, 3, 10)
(99, 3, 44)
(56, 2, 38)
(35, 3, 11)
(130, 1, 29)
(20, 2, 155)
(62, 0, 195)
(6, 3, 196)
(12, 2, 46)
(142, 3, 27)
(97, 2, 40)
(12, 3, 79)
(132, 3, 25)
(65, 3, 94)
(84, 1, 29)
(23, 3, 70)
(38, 3, 197)
(118, 3, 14)
(88, 1, 27)
(130, 0, 198)
(18, 2, 46)
(8, 1, 94)
(113, 2, 154)
(85, 3, 70)
(107, 0, 199)
(58, 1, 123)
(68, 2, 101)
(138, 1, 115)
(105, 3, 200)
(102, 3, 201)
(73, 3, 11)
(54, 2, 10)
(43, 1, 202)
(2, 3, 118)
(76, 3, 51)
(54, 3, 135)
(117, 3, 129)
(96, 3, 11)
(40, 0, 166)
(130, 0, 45)
(75, 0, 25)
(18, 1, 193)
(97, 1, 86)
(10, 0, 117)
(21, 3, 50)
(142, 0, 69)
(10, 1, 34)
(10, 3, 35)
(38, 3, 203)
(75, 3, 204)
(91, 3, 72)
(87, 3, 27)
(97, 1, 14)
(14, 2, 119)
(55, 0, 109)
(128, 1, 61)
(57, 1, 61)
(72, 2, 40)
(30, 3, 25)
(97, 3, 119)
(152, 0, 16)
(2, 3, 91)
(72, 3, 47)
(91, 2, 49)
(99, 3, 114)
(66, 3, 205)
(6, 3, 206)
(55, 1, 51)
(20, 1, 115)
(50, 1, 36)
(76, 0, 36)
(113, 3, 58)
(56, 1, 51)
(140, 3, 61)
(45, 1, 70)
(8, 1, 154)
(88, 3, 25)
(85, 3, 96)
(14, 3, 51)
(24, 3, 83)
(48, 3, 50)
(48, 0, 21)
(107, 3, 45)
(83, 1, 207)
(111, 1, 207)
(109, 1, 97)
(0, 1, 208)
(43, 1, 209)
(94, 0, 210)
(40, 0, 49)
(85, 2, 72)
(43, 1, 211)
(29, 3, 33)
(96, 3, 47)
(113, 3, 212)
(87, 3, 61)
(99, 3, 120)
(61, 1, 159)
(111, 0, 122)
(43, 1, 213)
(75, 3, 214)
(2, 3, 86)
(57, 3, 55)
(0, 0, 79)
(27, 2, 84)
(87, 3, 131)
(128, 0, 51)
(62, 2, 52)
(54, 3, 24)
(149, 1, 205)
(68, 0, 75)
(0, 3, 61)
(65, 1, 113)
(117, 2, 40)
(107, 3, 10)
(4, 3, 138)
(87, 3, 70)
(91, 2, 166)
(130, 1, 10)
(75, 1, 188)
(113, 0, 173)
(75, 3, 80)
(2, 2, 40)
(129, 1, 33)
(6, 3, 215)
(114, 0, 216)
(69, 0, 87)
(38, 1, 217)
(62, 3, 51)
(96, 1, 34)
(45, 3, 83)
(138, 3, 70)
(128, 1, 62)
(24, 3, 111)
(12, 3, 111)
(58, 1, 44)
(47, 2, 64)
(97, 0, 115)
(27, 3, 218)
(118, 3, 86)
(27, 1, 219)
(40, 3, 35)
(12, 0, 45)
(47, 3, 34)
(99, 1, 113)
(11, 1, 47)
(55, 3, 50)
(58, 1, 100)
(61, 2, 49)
(18, 3, 111)
(103, 3, 27)
(43, 1, 220)
(40, 3, 27)
(130, 3, 70)
(38, 1, 221)
(107, 3, 159)
(73, 3, 222)
(91, 3, 47)
(4, 2, 16)
(87, 3, 51)
(85, 2, 64)
(18, 1, 70)
(138, 0, 151)
(88, 2, 132)
(91, 3, 96)
(61, 0, 51)
(16, 3, 0)
(152, 2, 5)
(43, 1, 223)
(57, 1, 36)
(224, 3, 114)
(224, 1, 171)
(224, 3, 63)
(59, 1, 224)
(59, 3, 63)
(225, 0, 226)
(225, 3, 227)
(225, 3, 228)
(229, 0, 230)
(229, 1, 59)
(229, 3, 63)
(229, 3, 225)
(231, 1, 229)
(231, 3, 232)
(44, 1, 233)
(44, 3, 114)
(100, 0, 123)
(100, 3, 43)
(123, 1, 63)
(123, 3, 224)
(120, 3, 43)
(120, 3, 114)
(234, 0, 59)
(234, 1, 224)
(122, 0, 235)
(136, 0, 235)
(43, 1, 213)
(236, 1, 237)
(72, 2, 40)
(238, 3, 158)
(239, 3, 240)
(241, 3, 242)
(243, 3, 244)
(241, 0, 245)
(241, 0, 246)
(241, 0, 247)
(241, 1, 107)
(241, 1, 10)
(241, 1, 18)
(241, 2, 248)
(241, 3, 111)
(241, 3, 83)
(241, 3, 13)
(239, 0, 235)
(239, 1, 107)
(239, 1, 249)
(239, 2, 250)
(239, 2, 251)
(239, 3, 122)
(239, 3, 111)
(238, 0, 45)
(238, 0, 136)
(238, 1, 107)
(238, 1, 252)
(238, 2, 239)
(238, 2, 235)
(238, 3, 111)
(238, 3, 83)
(243, 0, 241)
(243, 1, 107)
(243, 1, 122)
(243, 2, 248)
(243, 2, 253)
(243, 3, 79)
(243, 3, 135)
(240, 0, 18)
(240, 0, 254)
(240, 1, 244)
(240, 1, 158)
(240, 2, 242)
(240, 2, 255)
(240, 3, 70)
(240, 3, 26)
(240, 3, 135)
(256, 0, 257)
(256, 1, 240)
(256, 2, 258)
(256, 3, 242)
(256, 3, 259)
(260, 0, 261)
(260, 1, 190)
(260, 1, 262)
(260, 2, 263)
(260, 3, 256)
(260, 3, 240)
(242, 0, 158)
(242, 1, 70)
(242, 1, 264)
(242, 2, 265)
(242, 3, 266)
(242, 3, 239)
(267, 0, 268)
(267, 1, 269)
(267, 1, 270)
(267, 3, 271)
(267, 3, 272)
(273, 0, 274)
(273, 1, 43)
(273, 1, 229)
(273, 3, 275)
(273, 3, 276)
(277, 0, 278)
(277, 1, 279)
(277, 1, 280)
(277, 2, 267)
(277, 3, 229)
(277, 3, 281)
(282, 0, 277)
(282, 1, 43)
(282, 1, 229)
(282, 2, 273)
(282, 3, 283)
(282, 3, 212)
(284, 0, 285)
(284, 3, 277)
(284, 3, 63)
(286, 0, 287)
(286, 1, 284)
(286, 3, 198)
(286, 3, 267)
(288, 0, 286)
(288, 1, 198)
(288, 1, 284)
(288, 3, 63)
(288, 3, 267)
(289, 0, 286)
(289, 1, 290)
(289, 1, 284)
(289, 3, 63)
(289, 3, 198)
(291, 0, 292)
(291, 1, 31)
(291, 1, 293)
(291, 3, 294)
(291, 3, 295)
(295, 0, 121)
(295, 1, 31)
(295, 1, 296)
(295, 2, 294)
(295, 3, 297)
(295, 3, 298)
(299, 0, 121)
(299, 1, 295)
(299, 1, 296)
(299, 3, 300)
(299, 3, 292)
(301, 0, 302)
(301, 1, 295)
(301, 1, 297)
(301, 3, 303)
(301, 3, 304)
(305, 0, 306)
(305, 1, 259)
(305, 2, 307)
(305, 3, 308)
(305, 3, 309)
(310, 0, 311)
(310, 2, 214)
(310, 3, 312)
(310, 3, 259)
(313, 0, 314)
(313, 1, 204)
(313, 1, 214)
(313, 3, 309)
(313, 3, 259)
(315, 0, 316)
(315, 1, 259)
(315, 3, 310)
(315, 3, 317)
(318, 0, 319)
(318, 1, 259)
(318, 2, 315)
(318, 3, 317)
(318, 3, 214)
(320, 0, 313)
(320, 1, 318)
(320, 1, 315)
(320, 3, 310)
(320, 3, 319)
(321, 0, 322)
(321, 1, 218)
(321, 1, 323)
(321, 3, 324)
(321, 3, 325)
(326, 0, 27)
(326, 1, 327)
(326, 2, 328)
(326, 3, 325)
(326, 3, 329)
(330, 0, 84)
(330, 1, 331)
(330, 2, 326)
(330, 3, 332)
(330, 3, 328)
(333, 0, 334)
(333, 1, 229)
(333, 1, 325)
(333, 3, 335)
(333, 3, 336)
(337, 0, 338)
(337, 1, 206)
(337, 1, 59)
(337, 3, 339)
(337, 3, 234)
(340, 0, 341)
(340, 1, 70)
(340, 1, 218)
(340, 3, 324)
(340, 3, 327)
(342, 0, 114)
(342, 1, 63)
(342, 2, 171)
(342, 3, 343)
(342, 3, 44)
